site_liste,long,lat
tinglala,0.697083333,14.23361667
tondiey,0.932733333,14.37498333
zaney,0.861,14.45198333
badjoli_i,1.176683333,14.36226667
bangou_koira,1.128033333,14.40955
gourabon,1.077716667,14.48888333
laygoussou,1.109783333,14.43948333
loufame,0.995566667,14.59965
sabara,1.01835,14.55728333
siram_fambita,1.009316667,14.35028333
baladjo,0.598883333,14.08673333
camp_de_garde,0,0
foutan_koira,0,0
lourgou_bangou,0.715933333,13.92743333
djabiyaga,1.03,14.56413333
famale,1.082766667,14.55106667
gabou,1.043366667,14.59773333
gara,1.020133333,14.56215
goria_foumbia,0.994866667,14.61313333
kougoumoussey,0.997033333,14.61963333
nassire,1.153583333,14.43375
tahagana,1.025683333,14.60465
tamalo,1.042333333,14.5565
amouna,1.5881,13.82991667
bougueydo,1.614233333,13.80601667
boukou_koira_zeno,1.53245,14.09165
dabey,1.694516667,14.05193333
dabeyze_koira,1.737933333,13.90398333
kouboutchire,1.56305,13.91226667
koulyami,0,0
koumadjinde,1.5613,13.9476
kourani,1.520033333,14.05998333
mignadawey_tondi,1.7301,13.98896667
sorbon_haoussa,1.605416667,13.8581
soubnia_bangou,1.754166667,13.89203333
tchale_koira,1.796233333,13.97378333
tourbey_bangou,0,0
tourkouli_peulh,0,0
zahay_tiko,1.534566667,13.9453
namari_gougoun,1.2574,14.3501
sakoira,1.399066667,14.27718333
tondi_taharey,1.397766667,14.3015
bossa_kire,1.366633333,14.26441667
soubougoungou,1.172066667,14.3753
tchadoga,1.34405,14.25545
tchirgadji,1.384583333,14.24138333
koira_tegui,1.44955,14.207
tarzil,1.520616667,14.19013333
bankata_gourmantche,1.674366667,12.8405
baoule_foulbe,1.513366667,12.88895
gouba,1.7785,12.85091667
komatigalou,1.645583333,12.94283333
konandele,1.770216667,12.75056667
nanissongui,1.630016667,12.7386
peteli,1.438033333,12.9511
tombole_biga,1.4349,13.04386667
yirintaga,0,0
adare_birni,1.904716667,13.05715
bahondou,1.666783333,13.48725
barara,1.4145,13.28725
boudjoga,1.6412,13.05035
daoundou,1.746716667,13.24945
dianhoe,1.844466667,13.24753333
djamboudeke,1.842116667,13.25695
djoga,1.497733333,13.07973333
guidosi,1.55905,13.30021667
kiota,1.424216667,13.06355
kogorou_kouara_tegui,1.745083333,13.39391667
kogorou_kouara_zeno,1.74635,13.38525
libiri_hameaux,0,0
montoulli,0,0
saoura,1.46325,13.25625
seno_tcheguel,1.692516667,13.43068333
soudinko,1.470883333,13.26136667
tchelahi_gorou_banda,1.577183333,13.31331667
tolba,1.579016667,13.10738333
tombole_pabalouri,1.41135,13.06398333
torodi,1.7986,13.11806667
guidan_tanko_natike,0,0
mazadou,0,0
rougal_mani,7.739266667,14.55055
babakou_garin_mainonia_ii,9.541083333,13.97808333
wala,9.559516667,13.9747
zangan_guimba,9.692816667,13.82571667
garin_gagere,9.427183333,13.7658
korima_illa,9.582233333,13.88718333
sabon_gari,9.40325,13.82521667
baza,0,0
campement,0,0
damtcha,9.789183333,14.12593333
garin_djibrilou,9.671566667,14.16113333
n_gouwa_oukkou,9.784183333,14.20501667
birgi_garin_abdou,9.219383333,14.09538333
birgi_garin_goissa,9.216983333,14.11186667
garin_alh_yahaya,9.3326,14.3906
marassaki,9.257233333,14.20756667
sabon_gari_karambana,9.177483333,14.19836667
boulboule,9.216616667,12.87928333
dan_makia,9.329683333,12.81811667
gawon_yalan,9.45,13.03548333
abalago_majewa,9.6923,13.1431
gonga_saboua,0,0
mai_gamji,9.645083333,13.0961
daoutcha_wantassa,9.750266667,14.44956667
rijia_hardo_baki,9.45895,14.59138333
barnari_el_koudi,9.811533333,13.28125
kantamari,10.0205,13.49621667
karam_djadi,10.05523333,13.5052
tchouari,10.46591667,13.29806667
boulamba,10.73741667,14.01241667
dagui_lam,9.732116667,13.93971667
malari_gana,9.697116667,13.57336667
siminti,9.7696,13.9019
darindo,0,0
fassaram,10.39413333,14.51116667
foude,10.17735,14.28815
gadjaoun,0,0
madja_gangledi,0,0
tantalou,10.29348333,14.4716
tchabe,10.49216667,14.39625
tchaoura,9.936133333,14.50006667
angoual_leko,8.360583333,13.25233333
dan_rakoumi,8.266966667,13.2059
tounfafi_mainawa,8.392316667,13.38153333
garin_makada,8.6833,13.44991667
maiwando_bougage,8.714116667,13.47026667
zangon_malamaye,8.624,13.43051667
gazari,8.641866667,13.58871667
sannou,8.671716667,13.47221667
zongon_toudou,8.6381,13.51705
kouawale,8.507733333,13.60241667
tawachkale,8.380816667,13.63133333
guidan_saoudi,0,0
garin_farou,8.5818,13.391
edaaoua,8.392016667,13.32598333
guidan_elh_gazere,8.359433333,13.32653333
kaware_faski,8.389616667,13.30365
garin_(doudou)_touge,8.615633333,13.30891667
tchourounia,8.644033333,13.282
dan_doutsi,8.964633333,13.20451667
garin_elh_idim,0,0
guidan_dan_achiya,8.706283333,13.22575
kanguiwa_i,9.1199,12.87753333
gueni,8.444866667,13.0973
makeirawa,0,0
tatoufawa,8.314083333,13.16261667
illala_habou,9.442866667,13.57255
mayaki_riga,8.6943,12.94955
garin_arewa,8.990466667,13.42101667
garin_inna_jakou,8.871666667,13.44153333
garin_kouble,8.9717,13.37651667
tsamia_maka,9.050016667,13.32961667
kenyasabongari,9.0716,13.8439
magrami,9.17735,13.8583
in_kowa,0,0
kayarda,9.24705,13.76698333
garin_dallo,0,0
houk_talgrap,9.255883333,13.8261
garin_alhou,9.06645,14.00573333
garin_illiassou,9.0667,13.99656667
guidan_gambo,8.978583333,13.97505
garagoumsa,8.3825,13.6728
rouan_jigawa,8.7843,13.99475
awawara_sami,8.47955,14.68065
chipti_(guidan_koure),8.15055,14.67043333
dagouza,8.356883333,14.4242
garin_gona,8.4308,14.74091667
guidan_habou,8.338966667,14.52993333
guidan_lawan,8.52675,14.62956667
hay_chaibou,0,0
inkalgo,8.483516667,14.94831667
inkalgo_bouguage,8.485783333,14.92825
birgi_makada,8.65045,14.59635
goungari,8.669583333,14.75958333
guidan_assandi,0,0
guidan_zoulou,8.7453,14.15576667
malam_dodo,8.903016667,14.38125
tarka,8.83945,14.23863333
bachirgaga,8.7675,14.82751667
chaffa_haoussa,9.122283333,14.40688333
eria,9.401716667,14.58328333
maiganga,9.137833333,14.81663333
moucheri,8.82155,14.75995
tabanni_gangara,9.20725,14.49206667
gadjamko,10.0509,14.81793333
goria_boguidanona,11.11926667,15.60095
kandilwa_peulh,0,0
kirkime,10.01055,14.85836667
rijia_gatafi,0,0
rijia_yahaya,9.888816667,15.08513333
sadinga,11.49365,15.23821667
sani,0,0
garin_mai_goto,8.973983333,13.70035
garin_mama,9.0373,13.81081667
ali_yaro,8.9846,13.80928333
garin_elh_maman_issa,8.977633333,13.88573333
mandallan,8.904333333,13.84993333
garin_ideli_(kelnou_gourou),9.081333333,13.58273333
gawan_kwana,9.020333333,13.57666667
katsoukou,9.040783333,13.66036667
rerewa,9.07525,13.60478333
tambari_dan_kabao,9.035683333,13.70525
tapkin_mairam,8.948916667,13.69291667
zangouna_dinney_dinney_bougage_,0,0
dantchiro,7.811666667,13.61071667
gueza_karfa,7.58965,13.30403333
guidan_doutchi,7.692833333,13.30851667
guidan_mai_gochi,7.637516667,13.63593333
lahi_yaro,7.595433333,13.50945
madamba_toundoukou,7.63435,13.36866667
mai_gaoude,7.649833333,13.61368333
mai_koukou,7.732933333,13.53068333
tawalala,7.777833333,13.50313333
dan_gounaoua,7.438,13.50925
dan_yacouba,7.4246,13.36931667
gotche,7.536033333,13.43636667
guicki,7.522933333,13.66586667
guidan_barra,7.480666667,13.44335
hardo_ali,7.455066667,13.48585
hardo_maikano,7.563916667,13.53885
in_gobirawa,7.52935,13.4305
jibia_tamaizari_tsaki,7.453416667,13.46445
kordaoua,7.52285,13.54603333
koufan_bara,7.54455,13.66618333
koukan_souda,7.557666667,13.46741667
leko_douma,7.4468,13.47765
maberaoua,7.449333333,13.46986667
bada,6.9702,15.12385
boundou_baki_djadji,6.893733333,14.99568333
boundou_dalli,7.164583333,15.26225
boundou_oroji,6.710466667,15.14163333
boundou_riga,7.1142,15.2252
difhassane,6.666016667,15.14363333
dolero,6.961516667,15.08356667
facoranch,6.73625,14.9055
fourdou,6.931466667,15.03046667
hassan_bammo,7.0129,15.29953333
jangar_gari,6.579633333,14.91963333
rouga_koine,6.725766667,15.28618333
bakouba_zango,7.3088,15.10218333
bariki,7.152066667,14.9774
chillon_biri,7.201816667,14.92618333
garin_kouatche,7.25635,14.92385
garin_mahamadou,7.219183333,14.95523333
hardo_teza,7.225066667,14.97998333
mai_rana,7.275466667,14.93443333
massayaki_ama,7.1773,14.8774
rouga_djabe,7.375966667,15.06303333
sadikane,7.204333333,15.00603333
zongo_bilal_mountogue,7.312316667,14.8866
zongo_khalid,7.193333333,14.8974
zongo_mouloul,7.123533333,14.91105
zongo_zouba,7.279383333,14.99325
zongon_achagana,7.4193,15.08803333
banja,6.569183333,14.35626667
gachatti_goda_1,6.521533333,14.41946667
garin_jigo,6.6815,14.1518
koutchatcha,6.686133333,14.14698333
dodo_saidou,7.0215,14.66996667
rouga_jaoure,7.203383333,14.55403333
guidan_yahaya,6.83045,14.41316667
mago_gari,6.765433333,14.50793333
tiguilguelt,6.81315,14.54
garin_magagi,6.52945,13.97478333
gobron_marke,6.62345,14.11876667
nagouida,6.67675,13.9311
tachalawa,6.60155,13.9576
peulh_zoura,7.0124,14.0772
zongon_ali,7.150266667,14.29808333
zongon_koraou,6.943133333,14.20715
chafouta_tsohoua,7.25515,13.9511
gangara_chaibou_jadi_hassane,7.2335,13.7822
garin_gorge,7.1608,13.81393333
zongon_afanta,7.2165,13.99138333
soke_soke,6.897383333,14.80348333
borota_dan_biri,6.9506,13.94693333
peulh_oumarou_kote,6.953933333,13.95156667
dan_sarko_(intchi_ekade),7.493716667,14.6288
dawo_ga_ragga,7.445183333,14.57731667
garin_abou_dadinkoua,7.487233333,14.81333333
guidan_boka_tabbale,7.4935,14.65251667
inti,7.4206,14.81466667
rijia_elh_alou,7.575583333,14.6445
samori_dan_baki,7.511083333,14.54311667
tabchin_lebo,7.574083333,14.65723333
zongo_rabo,7.688116667,14.36381667
zongon_djibrila,7.49535,14.6946
angoua_sarki_aski,7.758266667,13.31476667
angoual_sarkin_boula,7.81775,13.4073
dodore_hardo_bello_kado,7.795183333,13.36513333
guidan_nahantsi,7.791433333,13.38373333
hardo_aguie,7.874333333,13.42995
rijial_elh_chaibou,7.898233333,13.36241667
rijiar_riga_peulh_i,7.82105,13.41833333
rijiar_riga_peulh_ii,7.812933333,13.43088333
angoual_adamou,8.1209,13.39375
angoual_galadima,7.99615,13.53793333
bougouzawa,7.948183333,13.42176667
bourley_ii,7.940983333,13.51951667
bourley_karhin_hali,7.945933333,13.53765
dan_mama,7.906183333,13.45595
dan_tsari,7.922483333,13.49215
fara,8.014283333,13.49945
gazaoua,7.914283333,13.52573333
goubaou,8.084966667,13.41061667
guidan_hardo_saley,8.0447,13.34211667
hardo_also_guereoje,7.95735,13.43653333
hardo_baneini,7.93415,13.42608333
hardo_bawabi_damana,7.890266667,13.47995
kai_kazzo,8.042966667,13.52001667
madobi,8.0031,13.56635
makerawa,8.16055,13.4936
rijia_ango,8.033166667,13.37381667
rougaguen_guilguige,7.87885,13.5339
sabon_lahi,7.841783333,13.51523333
sahia_rijiar_kanta,8.089066667,13.42776667
dan_maazou,6.9746,13.73221667
danfarou_saboua,6.879633333,13.91733333
dogon_bautchi_koudous,7.02245,13.82443333
garin_gonaou,6.944866667,13.74548333
garin_moutoun_daya,7.028933333,13.67563333
gouni_madra,6.763633333,13.72643333
kalgon_ajia_ii,7.221766667,13.66231667
karoussa,7.256883333,13.70933333
mai_karfi,6.906783333,13.7852
ouban_jada_bilo,6.780466667,13.7545
rouga_kalgon_mahamane,7.20525,13.66791667
barago_sarkin_aska,6.491833333,13.61781667
dan_dagtu_makaou,6.653866667,13.71205
dan_koullou,6.53825,13.6719
dan_tourke_tacha_hantsi,6.784866667,13.67435
farin_kougou,6.5272,13.62663333
gomo_gakaye,6.523183333,13.65798333
guidan_abdou,6.374316667,13.6498
guidan_alkali,6.5508,13.6259
guidan_kare,6.482566667,13.61776667
haukan_sara,6.483666667,13.66105
kabobi,6.491833333,13.61781667
lamisse,6.369766667,13.83746667
masko,6.521783333,13.81115
tchibaou_bawa,6.4861,13.72775
toulle_in_bougage,6.650766667,13.78678333
zangon_doson_zama,6.622233333,13.64598333
zongon_kourma_guidan_mahaman_,6.3314,13.718
ajefa,6.591216667,13.60728333
barade_peul,6.730316667,13.61685
garin_abara,6.922583333,13.5641
garin_barso,6.7843,13.6079
kouka_mai_kogo_sofoua,6.582733333,13.6053
maigueme,6.724733333,13.58895
malamai,6.4825,13.59916667
masso_masso,6.68395,13.61468333
rafin_wada,6.56925,13.64208333
sanguerewa_ii,6.484716667,13.59778333
zongo_allah_karabo,6.670983333,13.6308
kounkounrey_i,7.293516667,13.63351667
rouga_katogue,7.39005,13.61865
tagaza,7.286766667,13.55985
faga_gao,7.0209,13.60238333
garin_nari,6.628083333,13.4227
guidan_annabougou_kobbri,6.752116667,13.39996667
guidan_oumarou_datchili,6.923166667,13.52386667
magagin_rogo,7.076616667,13.5509
taoude,7.08435,13.52648333
tchadi,6.737433333,13.47806667
dan_kokouroun_foulani,7.425,13.125
doutchin_begoua,7.256483333,13.17791667
rouga_gueza,7.230916667,13.1829
rougague_hamblare,7.540366667,13.30216667
yangobirawa,7.51815,13.23365
namaroua,7.161483333,13.52878333
natsalle,7.148316667,13.5286
rigal_bogouari,7.204433333,13.45218333
tsabawa,7.274416667,13.42471667
dan_kade,6.999316667,13.62155
daouwrawa,7.028883333,13.12826667
ekio,7.087983333,13.07805
hardo_issoufou_magagi,7.15025,13.15256667
inkouregaou,7.040016667,13.10355
katsoulle,7.063383333,13.22011667
n_wala_peulh,7.107416667,13.22673333
rouga_garantche_nare,7.02745,13.08871667
rouga_tajae,7.096933333,13.22248333
tchida_fawa,7.157733333,13.14568333
tokarawa_tagabass,7.087766667,13.28213333
bargaja,7.095916667,13.29248333
faroun_serki,7.179383333,13.27276667
gangara_nachambe_ii,7.170933333,13.07321667
kahin_sarki_secteur,7.159516667,13.30671667
kountoumi,7.222366667,13.27426667
limantchi_secteur_3,7.159516667,13.30671667
moulle,6.894444444,13.33583333
baguega_peulh,7.010716667,13.27728333
dan_alia,7.033966667,13.41485
ingobirawa,6.8054,13.17118333
kaou,6.854983333,13.2944
karwari,7.057066667,13.4152
mai_gamdji,7.021016667,13.38156667
tarna,7.1126,13.45028333
bargaja,7.021216667,13.49246667
foura_guirka,6.998233333,13.4478
garin_bagouari,7.0557,13.40423333
riga_yarima,6.968216667,13.43136667
guijingo,7.550066667,14.13945
hanbouroum,7.37525,14.15015
jalo,7.561083333,13.98613333
tajaye,7.427516667,14.13726667
cp_peulh_hardo_damergou,7.9744,14.22168333
douman_kada,8.018633333,14.51871667
guidan_bailou,7.7399,14.13398333
guidan_itcha,7.74975,14.3063
maigachi,7.92245,14.46343333
rijia_elh_ali,7.950183333,14.47256667
zangon_mafara,7.883133333,14.20315
baochin_agar,7.24305,14.22723333
dajin_ango,7.36815,14.19795
dan_jima,7.390483333,14.43015
guidan_attanyo,7.260783333,14.13416667
hilio,7.338366667,14.4203
imbabakou,7.448416667,14.28178333
maidaraga,7.3649,14.43646667
na_ayya,7.4373,14.40471667
soke_soke_saboua,7.329233333,14.43506667
rougague_chimgue,7.921716667,14.13446667
yamboye,8.04335,14.04058333
dan_guiwa,7.731483333,13.80886667
kakou_issoufou,7.74495,13.75266667
tinkirana,7.88935,13.90158333
sarkin_haoussa,7.59035,13.84063333
zongon_losso,7.545983333,13.74061667
batchiri,7.588233333,14.14155
dan_askia,7.691883333,14.1412
magagi_bara_guidan_bara,7.599583333,14.21031667
rijia_sale,7.583933333,14.19928333
don_baoua_(tajaye),8.0972,13.58893333
gadaou,8.137133333,13.6004
tsogual,8.140466667,13.65913333
mantche,8.0864,13.51866667
angoual_akaou,8.158033333,13.37258333
angoual_el_kanta,8.26365,13.54315
angoual_elh_saidou,8.153033333,13.28451667
attile,8.3102,13.54701667
baban_dawa,8.33075,13.56411667
doutchin_hadiza,8.2051,13.55946667
kolma,8.197733333,13.30915
kourawa,8.184166667,13.40111667
rigiar_elh_yaou,8.333366667,13.36806667
rougage_koufan_maikafi,8.1609,13.3545
tawalala,8.3015,13.53696667
maifarou,8.33575,13.77548333
rouga_hardo_yerima_idi,8.181,13.73953333
rouga_sambo,8.15595,13.71811667
dajin_manzo,8.495566667,13.99043333
el_dania,8.26475,14.18063333
guidan_dan_sofo,8.454833333,14.04943333
guidan_el_gambo,8.324816667,14.32953333
guidan_falke,8.167,14.30995
guidan_nakore,8.459466667,14.01143333
tagaza,8.289583333,14.3198
zangon_yacoudi,8.351016667,14.25073333
zongo_maiguizo,8.279666667,14.15338333
guidan_gorka,7.969366667,13.67995
guidan_gorka_2,7.969366667,13.67995
nakay_dabo,8.0736,13.83853333
taramni_ii,7.81945,13.70958333
zongon_amatan,7.9867,13.80863333
biyo_kacharouwa,7.103016667,13.50618333
bouzou_dan_zambade,7.103016667,13.50618333
nouveau_carre,7.101633333,13.50485
soura_aladey,7.09555,13.51981667
zaria_i,7.112366667,13.51236667
mokoyo,7.098666667,13.495
sabon_gari,7.1031,13.499
zaria_ii,7.119883333,13.5097
ali_dan_sofo,7.1164,13.49123333
bourdja,7.110133333,13.4736
dan_goulbi,7.099083333,13.49063333
hassao,7.0914,13.49045
limantchi,7.0951,13.48958333
maradaoua,7.098666667,13.48725
yan_daka,7.096783333,13.492
